0.0625,0.0625
0.0708872,0.0655358
0.0844133,0.0787205
0.0712226,0.0859068
0.0761927,0.0777845
0.0644683,0.0727151
0.0634176,0.0667587
0.0780635,0.078917
0.0782056,0.0743004
0.0862859,0.0822487
0.084549,0.0779409
0.0696417,0.0789818
0.0844299,0.0739554
0.0740369,0.0761736
0.0652001,0.0799943
0.0864746,0.0738975
0.0756819,0.0706746
0.0781743,0.0707803
0.0733787,0.086275
0.0724674,0.0869051
0.0632706,0.080665
0.0862454,0.0736655
0.0734982,0.0651957
0.0653305,0.0679529
0.080169,0.0779227
0.0792245,0.0652583
0.0662261,0.0683794
0.0687595,0.0730696
0.0663315,0.0691774
0.0639506,0.0688014
0.07562,0.0709017
0.0847256,0.0839873
0.0823695,0.0705435
0.0644785,0.069526
0.0862669,0.0770818
0.074665,0.0797043
0.0758878,0.0716219
0.076189,0.0666814
0.0635885,0.0872176
0.082395,0.0634242
0.0806986,0.0805812
0.0808453,0.0635783
0.0723857,0.0773635
0.0764906,0.0757136
0.0748991,0.0828959
0.076159,0.0872029
0.0750397,0.0777285
0.0792749,0.0724077
0.0682469,0.0669626
0.0853483,0.0819918
0.0690376,0.0852816
0.0837001,0.0829757
0.0660314,0.084865
0.0732633,0.0788936
0.0761991,0.0650903
0.0873467,0.0830359
0.0788214,0.0870472
0.0872223,0.0817248
0.0760257,0.0681698
0.0626892,0.0672235
0.0826816,0.0836794
0.0688076,0.0808173
0.071327,0.0702085
0.0690272,0.0716788
0.0801589,0.0715838
0.0730098,0.0745578
0.0770155,0.0840609
0.0824744,0.0642838
0.086855,0.0834587
0.0726499,0.0826692
0.0737942,0.0771525
0.0732166,0.0873834
0.074728,0.0796075
0.0774653,0.0839844
0.0628433,0.0696206
0.085178,0.0800435
0.080263,0.0794415
0.0661044,0.0863349
0.0870876,0.0847605
0.071845,0.067356
0.0873689,0.0717805
0.0656858,0.069329
0.0817752,0.0849899
0.0675435,0.0636915
0.0768293,0.0856775
0.0821104,0.0715685
0.0815322,0.0656326
0.0740015,0.0850757
0.0870209,0.082875
0.0845726,0.0676314
0.0791087,0.0863715
0.0816631,0.0716327
0.0825125,0.067356
0.0825853,0.077344
0.0805433,0.0828831
0.0685603,0.0657067
0.0682733,0.0691959
0.0758814,0.0790793
0.077394,0.0807406
0.0868236,0.0797243
0.0700902,0.0680398
0.0733607,0.0681645
0.0674497,0.0848197
0.0640653,0.0689925
0.0835945,0.0767745
0.0715081,0.086423
0.064372,0.0863557
0.0632711,0.0742143
0.0656427,0.0825943
0.0633859,0.0633218
0.0728592,0.0845312
0.0784949,0.0780226
0.0778867,0.078013
0.0645195,0.0666011
0.0785106,0.0703562
0.0654858,0.070243
0.0726811,0.0635096
0.0783348,0.0813577
0.070106,0.0706485
0.0673173,0.0686228
0.0769358,0.0729137
0.0813706,0.0714264
0.0665799,0.0803256
0.0634921,0.0630733
0.0754527,0.0662452
0.0832775,0.0631102
0.0852322,0.0664401
0.0778852,0.0828387
0.0687658,0.07994
0.0724836,0.0648742
0.0631696,0.0712635
0.0818861,0.0751086
0.0639256,0.0835389
0.0854074,0.0772452
0.0790086,0.0695094
0.070371,0.0784281
0.0810171,0.0764754
0.0768753,0.0665613
0.0815452,0.0874994
0.0627149,0.0850028
0.0824056,0.06608
0.0822829,0.0681721
0.0778707,0.0736382
0.0845185,0.0728672
0.0803612,0.0770336
0.0850794,0.0872711
0.0706782,0.0706864
0.0643653,0.0787714
0.0834113,0.0731105
